hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,M,MT,F,C,G,D,DT,DN,Hew,N,5,5D,5H,4,3,2,1,0,sMa,sHu,sSim,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,SIB,xMT,xC,xG,xN,xDT,Mur,CT,GT,BL,Bg,T100,P600,P500,O,Un
693,"Maol Chinn-dearg","10A",685,"Hu,M,Sim","980.3","3216","NH032087","NH 03224 08759","NH 0407 0830","842.6","137.7","cairn","","Leica RX1250","2014-12-08","","33","414S","203221","808769","57.127560","-5.252651","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
695,"Beinn Sgritheall","10A",,"Ma,M,Sim","974","3196","NG835126","NG 83591 12672","NG883120","474","500","cairn by stone shelter","trig point 5m S destroyed","","2007-03-10","","33","413S","183587","812683","57.153824","-5.579728","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
700,"Creag a'Mhaim","10A",685,"M,Sim","946","3104","NH087077","NH 08793 07762","NH084080","866","80","cairn","","","2013-12-03","","33","414S","208790","807772","57.120971","-5.160048","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
701,"Sgurr na Sgine","10A",,"Ma,M,Sim","946","3104","NG946113","NG 94622 11357","NG944125","699","247","cairn near shelter","","","2012-11-10","","33","414S","194618","811368","57.147098","-5.396634","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
708,"Creag nan Damh","10A",,"Ma,M,Sim","918","3012","NG983112","NG 98374 11190","NG990108","729","189","cairn","cairn 20m W at NG 98352 11192 may be as high","","2001-10-28","","33","414S","198370","811201","57.147263","-5.334597","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730,"Sgurr na Ciche","10B",,"Ma,M,Sim","1040","3412","NM902966","NM 90227 96674","NM931992","201","839","boulder 5m NE of destroyed trig point","cairn 6m E at NM 90235 96676 and trig point NM 90222 96673 are both about 30cm lower","Abney level","2001-10-28","","33 40","398E","190223","796684","57.013452","-5.456854","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
731,"Ladhar Bheinn","10B",,"Ma,M,Sim","1020","3346","NG824039","NG 82404 03972","NG970040","225","795","cairn","","","2008-11-10","","33","413S","182400","803983","57.075263","-5.591745","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
732,"Garbh Chioch Mhor","10B",,"Ma,M,Sim","1013","3323","NM909961","NM 90959 96091","NM906964","845","168","rock outcrop","cairn 20m E at NM 90983 96088 is about 1m lower","Abney level","2001-10-28","","33 40","398E","190955","796101","57.008556","-5.444338","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
733,"Sgurr Mor","10B",,"Ma,M,Sim","1003","3291","NM965980","NM 96539 98030","NM951964","662","341","cairn","","obvious summit","2012-11-10","","33 40","398E","196535","798040","57.028437","-5.354188","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
736,"Sgurr nan Coireachan","10B",,"Ma,M,Sim","953","3127","NM933958","NM 93312 95817","NM927956","733","220","grassy knoll 6m NNE of cairn","","Abney level","2012-11-10","","33 40","398E","193308","795827","57.007158","-5.405440","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
737,"Meall Buidhe","10B",,"Ma,M,Sim","946","3104","NM848989","NM 84902 98966","NG856017","450","496","rock 2m SW of cairn","rock is c 40cm higher than base of cairn","Abney level","2001-10-28","","33 40","398E 413S","184898","798977","57.031552","-5.546334","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
739,"Luinne Bheinn","10B",,"Ma,M,Sim","939","3081","NG869007","NG 86983 00729","NG871001","684","255","cairn","note there is also a cairn at the W end of the ridge at NG 86854 00821; this is 1m lower according to 1:25,000 map","","2009-11-20","","33","398E 413S","186979","800740","57.048325","-5.513607","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
741,"Gairich","10B",,"Ma,M,Sim","919","3015","NN025995","NN 02593 99570","NN002987","367","552","cairn","","","2012-11-10","","33","399","202589","799580","57.044879","-5.255827","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
758,"Sron a'Choire Ghairbh","10C",,"Ma,M,Sim","937","3074","NN222945","NN 22249 94550","NN063958","315","622","cairn","","Abney level","2001-10-28","","34","400","222246","794560","57.007839","-4.928763","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
759,"Meall na Teanga","10C",,"Ma,M,Sim","918","3012","NN220924","NN 22028 92468","NN223936","615","303","small pile of stones","small mound 15m S is as high; rocks by cairn 70m S at NN 22026 92400 are c 50cm lower","Abney level","2001-10-28","","34","400","222025","792478","56.989075","-4.930927","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
773,"Gulvain [Gaor Bheinn]","10D",,"Ma,M,Sim","987","3238","NN002875","NN 00271 87564","NM889895","145","842","large cairn","","","2003-01-15","","41","399","200267","787574","56.936202","-5.284526","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
774,"Sgurr Thuilm","10D",,"Ma,M,Sim","963","3159","NM939879","NM 93910 87970","NM966865","349","614","cairn","rock 5m S of cairn at NM 93907 87964 may be as high","","2012-11-10","","40","398E","193906","787980","56.937056","-5.389207","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
776,"Sgurr nan Coireachan","10D",,"Ma,M,Sim","956","3136","NM902880","NM 90294 88003","NM915882","722","234","trig point","","","2012-11-10","","40","398E","190290","788013","56.935728","-5.448551","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
803,"Carn Eige [Carn Eighe]","11A",,"Ma,M,Sim,CoH","1183","3881","NH123261","NH 12360 26187","NN289971","36","1147","trig point in shelter","","obvious summit","2007-03-10","","25","414N","212357","826198","57.287711","-5.115127","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
804,"Mam Sodhail","11A",803,"Hu,M,Sim","1179.4","3869","NH120253","NH 12010 25321","NH 1200 2584","1047","132.4","rock by tiny cairn c 45m SE of windshelter","rock is 0.40m higher than ground by windshelter","Leica Disto/Leica RX1250","2014-07-31","col height measured to be 1047.0m","25","414N","212007","825332","57.279801","-5.120267","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
805,"Sgurr nan Ceathreamhnan [Sgurr nan Ceathramhnan]","11A",,"Ma,M,Sim","1151","3776","NH057228","NH 05705 22840","NH098238","717","434","cairn","","obvious summit","2012-11-10","","25 33","414N","205702","822851","57.254911","-5.222732","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
810,"Tom a'Choinich","11A",803,"Hu,M,Sim,sMa","1112","3648","NH164273","NH 16405 27324","NH 1482 2659","962.8","149","large cairn","","obvious summit","2014-07-31","","25","415","216402","827335","57.299554","-5.048962","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
815,"Sgurr Fhuaran","11A",,"Ma,M,Sim","1067","3501","NG978166","NG 97853 16666","NH076161","404","663","cairn","","obvious summit","2001-10-28","","33","414N 414S","197849","816677","57.196142","-5.347633","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
818,"Toll Creagach","11A",,"Ma,M,Sim","1054","3458","NH194282","NH 19404 28269","NH172275","872","182","rock 20m W of cairn","rock is higher than cairn (NH 19425 28265) which is higher than trig point (NH 19450 28280) 25m NE of cairn","Abney level","2012-11-10","","25","415","219401","828280","57.309227","-4.999953","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
821,"Sgurr a'Bhealaich Dheirg","11A",,"Ma,M,Sim","1036","3399","NH035143","NH 03520 14349","NH010145","725","311","large cairn on rock","","","2001-10-28","","33","414N 414S","203517","814360","57.177825","-5.252177","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
823,"Beinn Fhada","11A",,"Ma,M,Sim","1032","3386","NH018192","NH 01858 19242","NH030204","385","647","trig point","","","2001-10-28","","33","414N","201855","819253","57.220993","-5.283518","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
825,"Sgurr na Ciste Duibhe","11A",,"Ma,M,Sim","1027","3369","NG984149","NG 98404 14942","NG977154","849","178","large well built cairn","adjacent rocks of similar height to cairn base; rock on knoll 65m W may be as high","","2016-10-11","","33","414N 414S","198401","814953","57.180924","-5.337134","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
826,"Beinn Fhionnlaidh","11A",,"Ma,M,Sim","1005","3297","NH115282","NH 11563 28263","NH116275","832","173","large cairn","rock c 12m SSE of cairn may be as high","Abney level","2012-11-10","","25","414N","211560","828274","57.306004","-5.129911","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
827,"Sgurr na Carnach","11A",815,"Hu,M,Sim","1002","3287","NG977158","NG 97718 15880","NG977163","868","134","large cairn","rocks by cairn are about as high as cairn base","obvious summit","2012-11-10","","33","414N 414S","197715","815891","57.189034","-5.349224","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
828,"Aonach Meadhoin","11A",,"Ma,M,Sim","1001","3284","NH048137","NH 04888 13755","NH040138","827","174","cairn","","","2012-11-10","","33","414N 414S","204885","813766","57.173082","-5.229121","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
833,"Mullach na Dheiragain","11A",805,"Hu,M,Sim,sMa","982","3222","NH080259","NH 08047 25906","NH066235","838","144","cairn","ground 25m NNW as high","Abney level","2001-10-28","","25 33","414N","208044","825917","57.283399","-5.186350","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
834,"Ciste Dhubh","11A",,"Ma,M,Sim","979","3212","NH062166","NH 06240 16608","NH061148","591","388","small cairn","","obvious summit","2012-11-10","","33","414N 414S","206237","816619","57.199243","-5.209016","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
839,"Saileag","11A",821,"M,Sim,sHu","956","3136","NH017148","NH 01777 14817","NH022145","865","91","cairn","","","2001-10-28","","33","414N 414S","201774","814828","57.181273","-5.281332","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
845,"An Socach","11A",805,"Hu,M,Sim","921","3022","NH088229","NH 08820 22986","NH078228","798","123","cairn","","obvious summit","2012-11-10","","25 33","414N","208817","822997","57.257533","-5.171293","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
846,"A'Ghlas-bheinn","11A",,"Ma,M,Sim","918","3012","NH008231","NH 00825 23094","NH014214","511","407","cairn","","","2012-11-10","","25 33","414N","200822","823105","57.25509","-5.303687","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862,"A'Chraileag [A'Chralaig]","11B",,"Ma,M,Sim","1120","3675","NH094147","NH 09434 14786","NH045175","334","786","very large cairn","","","2001-10-28","","33","414N 414S","209431","814797","57.184240","-5.154842","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
863,"Sgurr nan Conbhairean","11B",,"Ma,M,Sim","1109","3638","NH129138","NH 12991 13884","NH109142","727","382","large cairn","","obvious summit","2012-11-10","","34","414N 414S","212988","813895","57.177613","-5.095407","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
864,"Mullach Fraoch-choire","11B",,"Ma,M,Sim","1102","3615","NH094171","NH 09492 17148","NH093164","949","153","large cairn","","","2001-10-28","","33","414N","209489","817159","57.205450","-5.155691","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867,"Sail Chaorainn [Sail Chaoruinn]","11B",863,"M,Sim","1002","3287","NH133154","NH 13323 15451","NH129147","914","88","small cairn","rib of rock 12m S is as high","Abney level","2001-10-28","","34","414N 414S","213320","815462","57.191804","-5.091098","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
871,"Carn Ghluasaid","11B",863,"M,Sim","957","3140","NH145125","NH 14579 12512","NH140126","895","62","cairn","30cm higher than cairn on corrie edge 30m NW at NH 14560 12535","Abney level","2001-10-28","","34","414S","214576","812522","57.16595","-5.068158","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
884,"Sgurr a'Choire Ghlais","12A",,"Ma,M,Sim","1083","3553","NH258430","NH 25838 43045","NH078365","265","818","large cairn","trig point 60m E at NH 25884 43005 is as high; cairn 80m SSE at NH 25883 42975 is lower","Abney level","2003-01-15","","25","430","225835","843056","57.444288","-4.903757","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
885,"Sgurr a'Chaorachain","12A",,"Ma,M,Sim","1053","3455","NH087447","NH 08752 44726","NH159463","485","568","trig point (broken)","","","2001-10-28","","25","429","208749","844737","57.452492","-5.189300","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
886,"Sgurr Fhuar-thuill","12A",884,"Hu,M,Sim,sMa","1049","3442","NH235437","NH 23583 43743","NH249433","902","147","cairn","","obvious summit","2014-12-19","","25","430","223580","843754","57.449680","-4.941780","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
890,"Maoile Lunndaidh","12A",891,"M","1004.9","3297","NH135458","NH 13509 45842","NH 1316 4546","994.4","10.5","blade of rock 20m SW of large cairn","cairn is at NH 13523 45856 and is 0.20m lower","Leica Disto/Leica RX1250","2014-07-31","Marilyn replaced by 891 Creag Toll a'Choin in June 2014","25","430","213506","845853","57.464477","-5.111002","S","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,"Sgurr Choinnich","12A",885,"Hu,M,Sim","999.2","3278","NH076446","NH 07628 44616","NH081446","866","133","cairn","","obvious summit/Leica RX1250","2014-06-22","","25","429","207625","844627","57.451026","-5.207916","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
894,"Sgurr na Ruaidhe","12A",,"Ma,M,Sim","993","3258","NH289426","NH 28902 42604","NH280430","767","226","large cairn","","obvious summit","2012-11-10","","25","430","228900","842615","57.441497","-4.852465","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
895,"Carn nan Gobhar","12A",884,"Hu,M,Sim","992","3255","NH273438","NH 27305 43879","NH266432","855","137","cairn","area quite flat with boulders in vicinity of similar height to summit location","obvious summit","2009-11-20","","25","430","227303","843890","57.452331","-4.879935","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
896,"Lurg Mhor","12A",,"Ma,M,Sim","987","3238","NH064404","NH 06484 40440","NH046423","545","442","cairn on rock outcrop","outcrop at base of cairn is 20-30cm higher than rock c 40m WNW","Abney level","2012-11-10","","25","429","206481","840451","57.413091","-5.22365","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,"Bidein a'Choire Sheasgaich","12A",,"Ma,M,Sim","945","3100","NH049412","NH 04909 41254","NH054406","736","209","cairn","","obvious summit","2001-10-28","","25","429","204906","841265","57.419718","-5.250473","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
899,"Moruisg","12A",,"Ma,M,Sim","928","3045","NH101499","NH 10117 49927","NH095467","334","594","large cairn (SW)","tiny cairn 120m NE at NH 10185 50021 is as high; large cairn 315m NE at NH 10292 50191 is at least 2m lower","Abney level","2012-11-10","","25","429 430","210114","849939","57.499712","-5.17063","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
926,"Sgurr na Lapaich","12B",,"Ma,M,Sim","1151","3776","NH161351","NH 16106 35114","NH060287","311","840","large boulder 15m E of trig point","boulder is 1m higher than trig point (NH 16090 35111)","Abney level","2014-12-12","","25","430","216103","835125","57.369311","-5.059726","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
927,"An Riabhachan","12B",,"Ma,M,Sim","1129","3704","NH133344","NH 13366 34471","NH152344","827","302","large cairn","NE top (NH 13828 34751) is about 4m lower","Abney level","2012-03-28","","25","430","213363","834482","57.362429","-5.104728","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
931,"An Socach","12B",,"Ma,M,Sim","1069","3507","NH100332","NH 10064 33263","NH111334","862","207","trig point","","obvious summit","2014-12-12","","25","429 430","210061","833274","57.350229","-5.158603","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
936,"Carn nan Gobhar","12B",,"Ma,M,Sim","993","3258","NH181343","NH 18191 34351","NH171347","796","197","cairn","large cairn 260m SSE at NH 18304 34113 is several metres lower","Abney level","2013-12-03","","25","430","218188","834362","57.363304","-5.024544","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953,"Liathach - Spidean a'Choire Leith","13A",,"Ma,M,Sim","1055","3461","NG929579","NG 92938 57958","NG974573","98","957","cairn","","","2012-11-10","","25","433","192935","857970","57.564198","-5.463592","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
954,"Liathach - Mullach an Rathain","13A",,"Ma,M,Sim","1023","3356","NG911576","NG 91188 57679","NG925575","871","152","cairn","","","2003-01-15","","25","433","191185","857691","57.560891","-5.49255","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
955,"Beinn Eighe - Ruadh-stac Mor","13A",,"Ma,M,Sim","1010","3314","NG951611","NG 95145 61140","NG934593","378","632","cairn","","obvious summit","2001-10-28","","19","433","195142","861152","57.593735","-5.429454","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
956,"Beinn Eighe - Spidean Coire nan Clach","13A",,"Ma,M,Sim","993","3258","NG966597","NG 96618 59768","NG956595","821","172","cairn","","obvious summit","2012-11-10","","25","433","196615","859780","57.582098","-5.403706","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
957,"Beinn Alligin - Sgurr Mhor","13A",,"Ma,M,Sim","986","3235","NG865612","NG 86568 61258","NG925603","385","601","cairn","","","2003-01-15","","19 24","433","186565","861270","57.59082","-5.572764","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
